Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
-120.000         -20.000           -1.120e+01          -1.542e+01             171.107          -1.327e+01             318.880           1.110e+01     
-115.000         -20.000           -1.110e+01          -1.837e+01             165.363          -1.200e+01             317.283           1.441e+01     
-110.000         -20.000           -1.065e+01          -2.331e+01             160.716          -1.090e+01             317.747           2.100e+01     
-105.000         -20.000           -9.948e+00          -4.125e+01             157.508          -9.951e+00             319.330           4.000e+01     
-100.000         -20.000           -8.989e+00          -2.432e+01             334.940          -9.118e+00             321.309           2.800e+01     
 -95.000         -20.000           -7.799e+00          -1.700e+01             333.143          -8.355e+00             323.123           2.492e+01     
 -90.000         -20.000           -6.438e+00          -1.263e+01             331.425          -7.633e+00             324.345           2.554e+01     
 -85.000         -20.000           -4.989e+00          -9.407e+00             329.386          -6.937e+00             324.645           2.801e+01     
 -80.000         -20.000           -3.526e+00          -6.822e+00             326.712          -6.269e+00             323.788           3.188e+01     
 -75.000         -20.000           -2.111e+00          -4.659e+00             323.157          -5.640e+00             321.605           3.742e+01     
 -70.000         -20.000           -7.897e-01          -2.819e+00             318.536          -5.069e+00             317.983           4.000e+01     
 -65.000         -20.000            3.996e-01          -1.260e+00             312.683          -4.583e+00             312.821           4.000e+01     
 -60.000         -20.000            1.422e+00           3.500e-02             305.421          -4.209e+00             305.999           4.000e+01     
 -55.000         -20.000            2.251e+00           1.067e+00             296.526          -3.972e+00             297.343           4.000e+01     
 -50.000         -20.000            2.870e+00           1.841e+00             285.689          -3.887e+00             286.590           4.000e+01     
 -45.000         -20.000            3.292e+00           2.382e+00             272.530          -3.941e+00             273.403           4.000e+01     
 -40.000         -20.000            3.575e+00           2.757e+00             256.692          -4.075e+00             257.472           4.000e+01     
